prodcode,dmdcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
69916,34240411000001100,356,75928021,"InVita D3 5,600unit capsules (Consilient Health Ltd)",Colecalciferol,5600unit,Capsule,Oral,09060400,Vitamin D,Juli 2017
69868,34239711000001100,4241,75886021,"InVita D3 50,000unit capsules (Consilient Health Ltd)",Colecalciferol,50000unit,Capsule,Oral,09060400,Vitamin D,Juli 2017
69912,34261711000001108,1037,75925021,"Colecalciferol 25,000unit capsules",Colecalciferol,25000unit,Capsule,Oral,09060400,Vitamin D,Juli 2017
69724,32848211000001101,10,70261021,ColeKal-D3 800unit tablets (Essential-Healthcare Ltd),Colecalciferol,800unit,Tablet,Oral,09060400,Vitamin D,Juni 2017
69731,33581211000001106,34,71247021,SunVit-D3 400unit tablets (SunVit-D3 Ltd),Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,Juni 2017
69404,34022411000001108,23597,73997021,InVita D3 800unit capsules (Consilient Health Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Mai 2017
69409,33581511000001109,104,71248021,SunVit-D3 800unit tablets (SunVit-D3 Ltd),Colecalciferol,800unit,Tablet,Oral,09060400,Vitamin D,Mai 2017
69300,32410011000001105,13,65864021,"SunVit-D3 3,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,3000unit,Tablet,Oral,09060400,Vitamin D,April 2017
69168,247945001000027101,11,93439020,Colecalciferol oral liquid,Colecalciferol,,,,09060400,Vitamin D,April 2017
68958,33664511000001101,247,71532021,"Fultium daily D3 2,740units/ml drops (Internis Pharmaceuticals Ltd)",Colecalciferol,2740unit/1ml,Oral drops,Oral,09060400,Vitamin D,MÃ¤rz 2017
68874,33664011000001109,3744,71519021,Fultium daily D3 400unit capsules (Internis Pharmaceuticals Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,Februar 2017
68652,32686111000001105,32280,69356021,Strivit-D3 800unit capsules (Strides Pharma UK Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Januar 2017
68517,32451611000001104,93,65861021,Aviticol 800unit capsules (Colonis Pharma Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Januar 2017
68713,32451311000001109,211,65855021,"Aviticol 1,000unit capsules (Colonis Pharma Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Januar 2017
68632,32748811000001102,7,69417021,"Colecalciferol 40,000unit tablets",Colecalciferol,40000unit,Tablet,Oral,09060400,Vitamin D,Januar 2017
68150,32876111000001107,55,69787021,"Colecalciferol 5,000units/ml oral drops sugar free",Colecalciferol,5000unit/1ml,Oral drops,Oral,09060400,Vitamin D,November 2016
68004,32471711000001106,258,67732021,"Colecalciferol 1,000unit chewable tablets",Colecalciferol,1000unit,Chewable tablet,Oral,09060400,Vitamin D,Oktober 2016
67410,24641711000001102,1,26877021,"D-Max 5,000unit capsules (Nutraconcepts Ltd)",Colecalciferol,5000unit,Capsule,Oral,09060400,Vitamin D,September 2016
67509,32498511000001103,456,67762021,"Colecalciferol 4,000unit tablets",Colecalciferol,4000unit,Tablet,Oral,09060400,Vitamin D,September 2016
67199,32469711000001101,770,67763021,"Desunin 4,000unit tablets (Mylan)",Colecalciferol,4000unit,Tablet,Oral,09060400,Vitamin D,August 2016
67013,32471811000001103,638,67734021,"Colecalciferol 4,000unit capsules",Colecalciferol,4000unit,Capsule,Oral,09060400,Vitamin D,August 2016
66764,16073111000001104,36,36798020,"Colecalciferol 2,000unit capsules",Colecalciferol,2000unit,Capsule,Oral,09060400,Vitamin D,Juli 2016
66293,28913311000001107,7,48526021,Natures Aid Vitamin D3 200units/drop for infants and children oral drops (Natures Aid Ltd),Colecalciferol,200unit/1drop,Oral drops,Oral,09060400,Vitamin D,Juni 2016
66128,23756311000001103,10,22906021,Kora LiquiD 3000units/ml oral solution (KoRa Healthcare),Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Mai 2016
65942,24662511000001105,2,27089021,D-Max 400unit capsules (Nutraconcepts Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,April 2016
65398,30994211000001103,307,60644021,"Colecalciferol 50,000units/1ml oral solution unit dose ampoules sugar free",Colecalciferol,50000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Februar 2016
65367,30978611000001100,5631,60645021,"InVita D3 50,000units/1ml oral solution (Consilient Health Ltd)",Colecalciferol,50000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Februar 2016
65241,28396411000001103,1150,44805021,"Thorens 25,000units/2.5ml oral solution (Galen Ltd)",Colecalciferol,10000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2016
65000,29748711000001104,297,52534021,"Colecalciferol 2,740units/ml oral drops sugar free",Colecalciferol,2740unit/1ml,Oral drops,Oral,09060400,Vitamin D,Dezember 2015
65001,11815711000001107,3,30079020,"Colecalciferol 1,000units/5ml oral suspension",Colecalciferol,200unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Dezember 2015
64532,28393711000001102,619,44803021,"Thorens 10,000units/ml oral drops (Galen Ltd)",Colecalciferol,10000unit/1ml,Oral drops,Oral,09060400,Vitamin D,Oktober 2015
64478,29748511000001109,1677,52535021,"Fultium-D3 2,740units/ml oral drops (Internis Pharmaceuticals Ltd)",Colecalciferol,2740unit/1ml,Oral drops,Oral,09060400,Vitamin D,Oktober 2015
64265,29714011000001102,53,51988021,"Colecalciferol 3,000units/ml oral solution (A A H Pharmaceuticals Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,September 2015
64195,21613511000001106,2,46647020,"Cubicole D3 20,000unit tablets (Cubic Pharmaceuticals Ltd)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,September 2015
63957,29317511000001101,49,48982021,"Colecalciferol 3,000units/ml oral solution (Thame Laboratories Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2015
63949,29294111000001107,37,48981021,"Colecalciferol 3,000units/ml oral solution (Alliance Healthcare (Distribution) Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2015
63879,21680111000001107,1,46636020,"Colecalciferol 1,000unit tablets (Tor Generics Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Juli 2015
63868,21949511000001101,1,47852020,"Colecalciferol 1,000unit tablets (Waymade Healthcare Plc)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Juli 2015
63884,28941611000001108,398,48515021,"Lamberts Vitamin D3 1,000unit capsules (Lamberts Healthcare Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Juli 2015
63878,28109511000001100,1,42974021,"Colecalciferol 1,000unit tablets (Colorama Pharmaceuticals Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Juli 2015
63379,28881211000001107,415,46621021,"Colecalciferol 2,400units/ml oral drops sugar free",Colecalciferol,2400unit/1ml,Oral drops,Oral,09060400,Vitamin D,Juni 2015
63104,28415111000001108,498,44802021,"Colecalciferol 10,000units/ml oral drops sugar free",Colecalciferol,10000unit/1ml,Oral drops,Oral,09060400,Vitamin D,Mai 2015
63163,28784211000001107,9859,46535021,"Fultium-D3 20,000unit capsules (Internis Pharmaceuticals Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Mai 2015
63188,28794111000001102,1953,46622021,"InVita D3 2,400units/ml oral drops (Consilient Health Ltd)",Colecalciferol,2400unit/1ml,Oral drops,Oral,09060400,Vitamin D,Mai 2015
63099,22564211000001101,30,16519021,Colecalciferol 800unit capsules (A A H Pharmaceuticals Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Mai 2015
63225,23629111000001104,3,21280021,"Vitamin D3 + Isoflavones 2,000unit tablets (Nutri Advanced Ltd)",Colecalciferol,2000unit,Tablet,Oral,09060400,Vitamin D,Mai 2015
63117,24641911000001100,3,26871021,"D-Max 10,000unit capsules (Nutraconcepts Ltd)",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,Mai 2015
62749,28415211000001102,129,44804021,"Colecalciferol 10,000units/ml oral solution sugar free",Colecalciferol,10000unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2015
62876,28546011000001103,686,44742021,"Aviticol 20,000unit capsules (Colonis Pharma Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,April 2015
62857,23524211000001101,96,20678021,HealthAid Vitamin D3 200units/drop oral drops (HealthAid Ltd),Colecalciferol,200unit/1drop,Oral drops,Oral,09060400,Vitamin D,April 2015
62885,28003611000001108,143273,42975021,"Stexerol-D3 1,000unit tablets (Kyowa Kirin Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,April 2015
62949,28012611000001101,1378,43049021,"Colecalciferol 25,000unit tablets",Colecalciferol,25000unit,Tablet,Oral,09060400,Vitamin D,April 2015
63001,27708111000001103,14,40472021,"SunVit-D3 5,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,April 2015
63034,27707611000001107,203,40477021,"SunVit-D3 2,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,2000unit,Tablet,Oral,09060400,Vitamin D,April 2015
62565,28003911000001102,30312,43050021,"Stexerol-D3 25,000unit tablets (Kyowa Kirin Ltd)",Colecalciferol,25000unit,Tablet,Oral,09060400,Vitamin D,MÃ¤rz 2015
62600,27942311000001102,3841,40474021,"Plenachol D3 40,000unit capsules (Accord Healthcare Ltd)",Colecalciferol,40000unit,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2015
62263,27942511000001108,1943,40471021,"Plenachol D3 20,000unit capsules (Accord Healthcare Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Januar 2015
62118,23656511000001102,17,21610021,"Vitamin D3 Lemon Melts 2,000unit tablets (Nutri Advanced Ltd)",Colecalciferol,2000unit,Orodispersible tablet,Oral,09060400,Vitamin D,Januar 2015
61959,22523811000001105,49,16607021,"SunVit-D3 50,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,50000unit,Tablet,Oral,09060400,Vitamin D,Januar 2015
62275,24580411000001100,1,26698021,"Colecalciferol 20,000units/ml oral solution",Colecalciferol,20000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2015
62085,24655711000001102,971,26987021,"Colecalciferol 25,000units/1ml oral solution unit dose ampoules sugar free",Colecalciferol,25000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2015
62099,23292311000001100,14,19981021,"D-Vit3 1,000unit tablets (IPS Specials)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Januar 2015
61853,24642111000001108,12,26870021,"D-Max 20,000unit capsules (Nutraconcepts Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Dezember 2014
61359,24651411000001105,33585,26988021,"InVita D3 25,000units/1ml oral solution (Consilient Health Ltd)",Colecalciferol,25000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Oktober 2014
61536,22523211000001109,89,16530021,"SunVit-D3 10,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,10000unit,Tablet,Oral,09060400,Vitamin D,Oktober 2014
61467,22641211000001102,0,17042021,"Colecal D3 20,000unit capsules (Disposable Medical Equipment Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Oktober 2014
61130,23656211000001100,2,21612021,D3 Lemon Melts 500unit tablets (Nutri Advanced Ltd),Colecalciferol,500unit,Orodispersible tablet,Oral,09060400,Vitamin D,September 2014
61203,23291311000001109,16,19980021,"D-Vit3 1,000unit capsules (IPS Specials)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,September 2014
61170,19981011000001109,3,39775020,"Vitamin D3 Streuli 300,000units/1ml solution for injection ampoules (Imported (Switzerland))",Colecalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,September 2014
61040,24605311000001109,3213,26897021,"Hux D3 3,200unit capsules (Huxley Europe Ltd)",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,September 2014
61004,23653311000001104,0,21554021,"Colecalciferol 20,000unit capsules (Phoenix Healthcare Distribution Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,August 2014
60675,24495811000001101,10476,26607021,"Colecalciferol 3,200unit capsules",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,August 2014
60525,23661911000001106,25,21611021,Colecalciferol 500unit orodispersible tablets sugar free,Colecalciferol,500unit,Orodispersible tablet,Oral,09060400,Vitamin D,Juli 2014
60582,11815911000001109,4,30082020,"Colecalciferol 20,000units/5ml oral suspension",Colecalciferol,4000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Juli 2014
60290,19487811000001107,4,37013020,"Colecalciferol 20,000unit capsules (Huxley Europe Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Juli 2014
60526,24469411000001103,39786,26608021,"Fultium-D3 3,200unit capsules (Internis Pharmaceuticals Ltd)",Colecalciferol,3200unit,Capsule,Oral,09060400,Vitamin D,Juli 2014
60437,22779311000001100,1,17260021,"E-D3 3,000units/ml oral solution (Ennogen Healthcare Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Juli 2014
60114,23665411000001100,1854,21558021,"OsteoCaps D3 1,000unit capsules (Rhodes Pharma Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Juni 2014
59827,23905311000001107,2,21573021,"Cubicole D3 2,200unit tablets (Cubic Pharmaceuticals Ltd)",Colecalciferol,2200unit,Tablet,Oral,09060400,Vitamin D,Mai 2014
59882,23649011000001102,30,21571021,"Vitamin D3 High Strength 5,000unit tablets (Nutri Advanced Ltd)",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,Mai 2014
59864,21374511000001107,19,45283020,"Colecalciferol 1,000unit capsules (A A H Pharmaceuticals Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Mai 2014
59983,23294811000001103,6,20006021,"D-Vit3 20,000unit tablets (IPS Specials)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,Mai 2014
59927,23293811000001101,81,19977021,"D-Vit3 20,000unit capsules (IPS Specials)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Mai 2014
59841,23661811000001101,204,21609021,"Colecalciferol 2,000unit orodispersible tablets sugar free",Colecalciferol,2000unit,Orodispersible tablet,Oral,09060400,Vitamin D,Mai 2014
59566,23295211000001103,19,19983021,D-Vit3 400unit capsules (IPS Specials),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,April 2014
59386,21611711000001102,4,46642020,"Cubicole D3 5,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,5000unit,Capsule,Oral,09060400,Vitamin D,April 2014
59659,23270511000001103,7,20039021,Lamberts Vitamin D3 280unit chewable tablets (Lamberts Healthcare Ltd),Colecalciferol,280unit,Chewable tablet,Oral,09060400,Vitamin D,April 2014
59043,23559611000001101,1320,20677021,Colecalciferol 200units/drop oral drops sugar free,Colecalciferol,200unit/1drop,Oral drops,Oral,09060400,Vitamin D,MÃ¤rz 2014
58999,23637711000001109,2426,21279021,"Colecalciferol 2,000unit tablets",Colecalciferol,2000unit,Tablet,Oral,09060400,Vitamin D,MÃ¤rz 2014
59158,22659211000001104,2392,17043021,"OsteoCaps D3 20,000unit capsules (Rhodes Pharma Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2014
59167,11816011000001101,12,30084020,Colecalciferol 400units/5ml oral suspension,Colecalciferol,80unit/1ml,Oral suspension,Oral,09060400,Vitamin D,MÃ¤rz 2014
58658,23304911000001102,38,20038021,Colecalciferol 280unit chewable tablets,Colecalciferol,280unit,Chewable tablet,Oral,09060400,Vitamin D,Januar 2014
58596,22523511000001107,248,16531021,"SunVit-D3 20,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,Januar 2014
58360,21612311000001105,21,46643020,"Cubicole D3 30,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,Dezember 2013
58087,21612111000001108,34,46629020,"Cubicole D3 20,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Dezember 2013
57862,21610611000001101,8,46633020,Cubicole D3 600unit capsules (Cubic Pharmaceuticals Ltd),Colecalciferol,600unit,Capsule,Oral,09060400,Vitamin D,Dezember 2013
57791,21258011000001101,9,44934020,"ColeVit D3 20,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,20000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Dezember 2013
58101,22490711000001107,19,15927021,"Nature's Remedy Vitamin D3 5,000unit tablets (Nature's Remedy Ltd)",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,Dezember 2013
58031,22261011000001104,481,16255021,"Baby D 1,000units/ml oral solution (KoRa Healthcare)",Colecalciferol,1000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Dezember 2013
58181,21257211000001107,3,44933020,"ColeVit D3 30,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,Dezember 2013
58223,22641411000001103,22,17053021,"Colecal D3 20,000unit tablets (Disposable Medical Equipment Ltd)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,Dezember 2013
57351,22259711000001109,332,16251021,"Aciferol D3 2,000units/ml liquid (Rhodes Pharma Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Oktober 2013
57335,21612511000001104,38,46628020,"Cubicole D3 50,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,50000unit,Capsule,Oral,09060400,Vitamin D,Oktober 2013
57336,21611211000001109,22,46632020,"Cubicole D3 2,200unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,2200unit,Capsule,Oral,09060400,Vitamin D,Oktober 2013
57364,21610311000001106,35,46637020,Cubicole D3 400unit capsules (Cubic Pharmaceuticals Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,Oktober 2013
57070,22196611000001100,1,15413021,"E-D3 20,000unit tablets (Ennogen Healthcare Ltd)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,September 2013
57046,20007311000001107,32,39774020,"Colecalciferol 300,000units/1ml solution for injection ampoules",Colecalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,September 2013
57058,21716511000001105,255,46908020,"Aciferol D3 3,000units/ml liquid (Rhodes Pharma Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,September 2013
57309,22555111000001101,1295,16606021,"Colecalciferol 50,000unit tablets",Colecalciferol,50000unit,Tablet,Oral,09060400,Vitamin D,September 2013
57099,22402911000001106,890,16253021,"Colecalciferol 5,000units/5ml oral solution",Colecalciferol,1000unit/1ml,Oral solution,Oral,09060400,Vitamin D,September 2013
57071,22259911000001106,785,16252021,"Pro D3 2,000units/ml liquid (Synergy Biologics Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,September 2013
56948,22193211000001109,43,15399021,"Vita-D3 1,000unit tablets (Forum Health Products Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,September 2013
57218,21611511000001107,15,46641020,"Cubicole D3 3,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,3000unit,Capsule,Oral,09060400,Vitamin D,September 2013
56944,22193011000001104,31,15407021,Vita-D3 400unit tablets (Forum Health Products Ltd),Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,August 2013
56294,19677711000001105,2,38436020,"Colecalciferol 30,000units/5ml oral solution",Colecalciferol,6000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2013
56906,21611911000001100,17,46631020,"Cubicole D3 10,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,August 2013
56541,22402711000001109,498,16249021,"Colecalciferol 10,000units/5ml oral solution",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2013
56562,21611011000001104,8,46634020,"Cubicole D3 1,000unit capsules (Cubic Pharmaceuticals Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,August 2013
56043,18519511000001108,2117,37883020,"Colecalciferol 5,000unit capsules",Colecalciferol,5000unit,Capsule,Oral,09060400,Vitamin D,August 2013
56123,21905011000001103,435,47926020,"Plenachol 40,000unit capsules (D3 Pharma)",Colecalciferol,40000unit,Capsule,Oral,09060400,Vitamin D,August 2013
55504,21939411000001104,2329,47925020,"Colecalciferol 40,000unit capsules",Colecalciferol,40000unit,Capsule,Oral,09060400,Vitamin D,Juni 2013
55707,21257611000001109,4,44921020,"ColeVit D3 50,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,50000unit,Capsule,Oral,09060400,Vitamin D,Juni 2013
55458,21904711000001100,1135,47845020,"Plenachol 20,000unit capsules (D3 Pharma)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Juni 2013
55628,18539311000001107,8,37912020,"ZymaD 10,000units/ml oral solution (Imported (France))",Colecalciferol,10000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Juni 2013
55235,21171711000001105,1345,44946020,"Aciferol D3 3,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,3000unit,Tablet,Oral,09060400,Vitamin D,Mai 2013
54994,21173011000001109,216,44932020,"Aciferol D3 30,000unit capsules (Rhodes Pharma Ltd)",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,Mai 2013
55194,21677211000001107,2,46630020,"Colecalciferol 20,000unit capsules (A A H Pharmaceuticals Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Mai 2013
54981,21256511000001108,21,44923020,"ColeVit D3 10,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,Mai 2013
54995,21716911000001103,42,46909020,"ColeVit D3 3,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Mai 2013
55373,20091911000001102,67,40228020,DLux 400 oral spray (BetterYou Ltd),Colecalciferol,400unit/1dose,Not applicable,Route of administration not applicable,09060400,Vitamin D,Mai 2013
54908,21716211000001107,133,46907020,"NphD3 3,000units/ml oral solution (Northwick Park Hospital Specials)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Mai 2013
54612,21254811000001104,3,45109020,"Aciferol D3 2,000units/ml liquid (Fontus Health Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2013
54657,21172011000001100,292,44939020,"Aciferol D3 5,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,April 2013
54390,20457311000001105,143,41646020,"Bio-Vitamin D3 1,000unit capsules (Pharma Nord (UK) Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,April 2013
54561,18496011000001100,8,37847020,"Colecalciferol 6,000units/5ml oral suspension",Colecalciferol,1200unit/1ml,Oral suspension,Oral,09060400,Vitamin D,April 2013
54659,21717111000001103,852,46910020,"Pro D3 forte 3,000units/ml liquid (Synergy Biologics Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2013
54123,21171411000001104,297,44944020,"Aciferol D3 2,200unit tablets (Rhodes Pharma Ltd)",Colecalciferol,2200unit,Tablet,Oral,09060400,Vitamin D,MÃ¤rz 2013
54022,18519411000001109,1011,37881020,"Colecalciferol 3,000unit capsules",Colecalciferol,3000unit,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2013
53987,21257811000001108,2,44935020,"ColeVit D3 3,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,MÃ¤rz 2013
54259,17514311000001108,39,37463020,Solgar Vitamin D3 400unit capsules (Solgar Vitamin and Herb),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2013
53861,20932811000001101,720,43753020,"Colecalciferol 2,200unit tablets",Colecalciferol,2200unit,Tablet,Oral,09060400,Vitamin D,Februar 2013
53862,21256011000001100,9,44925020,"ColeVit D3 2,200unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,2200unit,Capsule,Oral,09060400,Vitamin D,Februar 2013
53806,21256311000001102,4,44931020,"ColeVit D3 5,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,5000unit,Capsule,Oral,09060400,Vitamin D,Februar 2013
53678,20092711000001106,1,40230020,Neo-D 800units/ml oral drops (Neoceuticals Ltd),Colecalciferol,800unit/1ml,Oral drops,Oral,09060400,Vitamin D,Februar 2013
50387,20907211000001108,1882,43686020,"Aciferol D3 1,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
53212,21172311000001102,887,44943020,"Aciferol D3 10,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,10000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
51402,21172811000001106,995,44945020,"Aciferol D3 20,000unit tablets (Rhodes Pharma Ltd)",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
50394,20906111000001100,1580,43689020,Aciferol D3 400unit tablets (Rhodes Pharma Ltd),Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
50245,21173311000001107,606,44920020,"Aciferol D3 50,000unit capsules (Rhodes Pharma Ltd)",Colecalciferol,50000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
52783,18774011000001109,28,37998020,"Baby D 1,000units/ml oral solution (KoRa Healthcare)",Colecalciferol,1000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
52279,20457811000001101,636,41643020,"Bio-Vitamin D3 20,000unit capsules (Pharma Nord (UK) Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
51490,20457611000001100,70,41650020,"Bio-Vitamin D3 5,000unit capsules (Pharma Nord (UK) Ltd)",Colecalciferol,5000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
52447,20457011000001107,230,41653020,Bio-Vitamin D3 800unit capsules (Pharma Nord (UK) Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49993,18781011000001101,129,37997020,"Colecalciferol 1,000units/ml oral solution",Colecalciferol,1000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
50600,20932711000001109,1566,43751020,"Colecalciferol 10,000unit tablets",Colecalciferol,10000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
48846,18539611000001102,306,37911020,"Colecalciferol 10,000units/ml oral solution",Colecalciferol,10000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
53534,8428411000001100,64,19583020,"Colecalciferol 15,000units/5ml oral suspension",Colecalciferol,3000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Januar 2013
51082,19626311000001107,1797,38406020,"Colecalciferol 2,000units/ml oral drops sugar free",Colecalciferol,2000unit/1ml,Oral drops,Oral,09060400,Vitamin D,Januar 2013
