readcode,medcode,readterm,clinicalevents,immunisationevents,referralevents,testevents,databaserelease,keep,clinevents,immevents,refevents,dbasebuild,_merge
S232z00,33808,"closed fracture of radius and ulna, shaft, nos",387,0,2,0,February 2009,1,284,0,2,February 2009,matched (3)
S233.00,3748,"open fracture of radius and ulna, shaft",177,0,2,0,February 2009,1,118,0,1,February 2009,matched (3)
S233000,60518,"open fracture of radius, shaft, unspecified",29,0,0,0,February 2009,1,23,0,0,February 2009,matched (3)
S233100,66233,open fracture of the radial shaft,42,0,0,0,February 2009,1,28,0,0,February 2009,matched (3)
S233200,70503,open fracture of the ulnar shaft,62,0,0,0,February 2009,1,37,0,0,February 2009,matched (3)
S233300,48245,"open fracture radius and ulna, middle",35,0,0,0,February 2009,1,20,0,0,February 2009,matched (3)
S233z00,27784,"open fracture of radius and ulna, shaft, nos",45,0,0,0,February 2009,1,31,0,0,February 2009,matched (3)
S234.00,18299,"closed fracture of radius and ulna, lower end",13599,0,854,0,February 2009,1,8407,0,636,February 2009,matched (3)
S234.11,203,wrist fracture - closed,89808,0,10004,29,February 2009,1,72511,0,9587,February 2009,matched (3)
S234000,18389,"closed fracture of forearm, lower end, unspecified",976,0,23,0,February 2009,1,520,0,21,February 2009,matched (3)
S234100,343,closed colles' fracture,125915,0,7348,17,February 2009,1,102489,0,7076,February 2009,matched (3)
S234111,52389,smith's fracture - closed,116,0,0,0,February 2009,1,90,0,0,February 2009,matched (3)
S234200,1742,"closed fracture of the distal radius, unspecified",62891,0,698,1,February 2009,1,40408,0,657,February 2009,matched (3)
S234211,23987,"dupuytren's fracture, radius - closed",19,0,0,0,February 2009,1,13,0,0,February 2009,matched (3)
S234300,9165,"closed fracture of ulna, styloid process",5769,0,41,4,February 2009,1,3939,0,37,February 2009,matched (3)
S234400,42076,"closed fracture of ulna, lower epiphysis",106,0,0,0,February 2009,1,61,0,0,February 2009,matched (3)
S234500,40476,"closed fracture distal ulna, unspecified",1557,0,5,0,February 2009,1,962,0,3,February 2009,matched (3)
S234600,28708,"closed fracture radius and ulna, distal",4092,0,6,0,February 2009,1,2431,0,3,February 2009,matched (3)
S234700,2862,closed smith's fracture,3665,0,132,0,February 2009,1,3000,0,129,February 2009,matched (3)
S234800,40268,closed galeazzi fracture,343,0,1,0,February 2009,1,264,0,1,February 2009,matched (3)
S234900,11066,closed volar barton's fracture,488,0,3,0,February 2009,1,363,0,3,February 2009,matched (3)
S234A00,50053,closd dorsal barton's fracture,55,0,1,0,February 2009,1,36,0,1,February 2009,matched (3)
S234B00,6915,closed fracture radial styloid,8477,0,38,0,February 2009,1,6008,0,33,February 2009,matched (3)
S234C00,44844,"closed fracture distal radius, intra-articular, die-punch",46,0,0,0,February 2009,1,36,0,0,February 2009,matched (3)
S234D00,19058,"closed fracture distal radius, extra-articular, other type",416,0,1,0,February 2009,1,260,0,1,February 2009,matched (3)
S234E00,28293,"closed fracture distal radius, intra-articular, other type",675,0,4,0,February 2009,1,412,0,3,February 2009,matched (3)
S234F00,10033,closed barton's fracture,425,0,3,0,February 2009,1,313,0,3,February 2009,matched (3)
S234G00,102302,greenstick fracture of distal radius,10606,0,7,0,June 2011,1,6647,0,5,June 2011,matched (3)
S234z00,27591,"closed fracture of forearm, lower end, nos",2406,0,17,1,February 2009,1,1672,0,16,February 2009,matched (3)
S235.00,27590,"open fracture of radius and ulna, lower end",401,0,24,0,February 2009,1,281,0,17,February 2009,matched (3)
S235.11,10022,wrist fracture - open,2513,0,61,0,February 2009,1,1823,0,55,February 2009,matched (3)
S235000,60630,"open fracture of forearm, lower end, unspecified",25,0,1,0,February 2009,1,22,0,1,February 2009,matched (3)
S235100,6074,open colles' fracture,1511,0,27,0,February 2009,1,1169,0,22,February 2009,matched (3)
S235111,98681,smith's fracture - open,8,0,0,0,March 2010,1,4,0,0,March 2010,matched (3)
S235200,44924,"open fracture of the distal radius, unspecified",666,0,4,0,February 2009,1,358,0,4,February 2009,matched (3)
S235211,105278,"dupuytren's fracture, radius - open",6,0,0,0,December 2012,1,2,0,0,December 2012,matched (3)
S235300,11262,"open fracture of ulna, styloid process",90,0,0,0,February 2009,1,66,0,0,February 2009,matched (3)
S235400,96691,"open fracture of ulna, lower epiphysis",3,0,0,0,April 2009,1,2,0,0,April 2009,matched (3)
S235500,49796,open fracture distal ulna - other,51,0,0,0,February 2009,1,22,0,0,February 2009,matched (3)
S235600,38398,"open fracture radius and ulna, distal",178,0,0,0,February 2009,1,113,0,0,February 2009,matched (3)
S235700,34730,open smith's fracture,125,0,7,0,February 2009,1,98,0,7,February 2009,matched (3)
S235800,30418,open galeazzi fracture,41,0,0,0,February 2009,1,26,0,0,February 2009,matched (3)
S235900,61675,open volar barton's fracture,55,0,0,0,February 2009,1,36,0,0,February 2009,matched (3)
S235A00,111858,open dorsal barton's fracture,2,0,0,0,May 2017,1,1,0,0,May 2017,matched (3)
S235B00,6380,open fracture radial styloid,274,0,2,0,February 2009,1,204,0,2,February 2009,matched (3)
S235C00,104070,"open fracture distal radius, intra-articular, die-punch",3,0,0,0,May 2012,1,3,0,0,May 2012,matched (3)
S235D00,53698,"open fracture distal radius, extra-articular other type",12,0,0,0,February 2009,1,9,0,0,February 2009,matched (3)
S235E00,63588,"open fracture distal radius, intra-articular other type",34,0,0,0,February 2009,1,20,0,0,February 2009,matched (3)
S235F00,18301,open barton's fracture,29,0,1,0,February 2009,1,22,0,1,February 2009,matched (3)
S235z00,66774,"open fracture of forearm, lower end, nos",32,0,0,0,February 2009,1,17,0,0,February 2009,matched (3)
S236.00,33404,fracture of upper end of ulna,907,0,8,0,February 2009,1,590,0,8,February 2009,matched (3)
S237.00,2303,fracture of upper end of radius,12186,0,513,0,February 2009,1,9509,0,486,February 2009,matched (3)
S238.00,8382,fracture of shaft of ulna,4498,0,31,0,February 2009,1,3075,0,28,February 2009,matched (3)
S239.00,7988,fracture of shaft of radius,9524,0,29,0,February 2009,1,7411,0,24,February 2009,matched (3)
S23A.00,10149,fracture of shafts of both ulna and radius,1100,0,4,0,February 2009,1,791,0,3,February 2009,matched (3)
S23B.00,199,fracture of lower end of radius,80871,0,1112,2,February 2009,1,61355,0,1068,February 2009,matched (3)
S23C.00,6213,fracture of lower end of both ulna and radius,2697,0,7,0,February 2009,1,1712,0,6,February 2009,matched (3)
S23x.00,15764,"closed fracture of radius and ulna, unspecified part",1263,0,32,8,February 2009,1,867,0,32,February 2009,matched (3)
S23x000,50654,"closed fracture of forearm, unspecified",667,0,1,0,February 2009,1,374,0,1,February 2009,matched (3)
S23x100,17952,"closed fracture of radius (alone), unspecified",43116,0,424,0,February 2009,1,25094,0,372,February 2009,matched (3)
S23x111,137,fracture of radius nos,181175,0,10860,14,February 2009,1,145772,0,10485,February 2009,matched (3)
S23x200,24621,"closed fracture of ulna (alone), unspecified",4511,0,29,0,February 2009,1,2477,0,24,February 2009,matched (3)
S23x211,1073,fracture of ulna nos,24923,0,1238,2,February 2009,1,21133,0,1195,February 2009,matched (3)
S23x300,4359,closed fracture of the radius and ulna,12178,0,764,0,February 2009,1,11052,0,754,February 2009,matched (3)
S23xz00,36328,"closed fracture of radius and ulna, nos",723,0,2,0,February 2009,1,441,0,2,February 2009,matched (3)
S23y.00,54780,"open fracture of radius and ulna, unspecified part",133,0,1,0,February 2009,1,89,0,1,February 2009,matched (3)
S23y000,70590,"open fracture of forearm, unspecified",45,0,0,0,February 2009,1,25,0,0,February 2009,matched (3)
S23y100,34367,"open fracture of radius (alone), unspecified",238,0,2,0,February 2009,1,153,0,2,February 2009,matched (3)
S23y200,28741,"open fracture of ulna (alone), unspecified",83,0,1,0,February 2009,1,58,0,1,February 2009,matched (3)
S23y300,8704,open fracture of the radius and ulna,93,0,0,0,February 2009,1,61,0,0,February 2009,matched (3)
S23yz00,65301,"open fracture of radius and ulna, nos",50,0,1,0,February 2009,1,31,0,1,February 2009,matched (3)
S23z.00,909,"fracture of radius and ulna, nos",27631,0,1282,2,February 2009,1,17526,0,1206,February 2009,matched (3)
S24..00,22375,fracture of carpal bone,2954,0,183,0,February 2009,1,2123,0,145,February 2009,matched (3)
S24..11,10167,hand fracture - carpal bone,4767,0,147,0,February 2009,1,3247,0,132,February 2009,matched (3)
S240.00,15666,closed fracture of carpal bone,924,0,43,0,February 2009,1,683,0,39,February 2009,matched (3)
S240000,57979,"closed fracture of carpal bone, unspecified",79,0,3,1,February 2009,1,53,0,2,February 2009,matched (3)
S240100,6168,closed fracture of the scaphoid,44780,0,1872,8,February 2009,1,35197,0,1798,February 2009,matched (3)
S240200,10357,closed fracture lunate,568,0,8,0,February 2009,1,395,0,7,February 2009,matched (3)
S240300,28413,closed fracture triquetral,2871,0,21,0,February 2009,1,1851,0,19,February 2009,matched (3)
S240400,5354,closed fracture pisiform,475,0,18,0,February 2009,1,350,0,18,February 2009,matched (3)
S240500,26045,closed fracture trapezium,1281,0,27,0,February 2009,1,912,0,27,February 2009,matched (3)
S240600,35837,closed fracture trapezoid,187,0,2,0,February 2009,1,120,0,2,February 2009,matched (3)
S240700,17606,closed fracture capitate,435,0,5,1,February 2009,1,299,0,5,February 2009,matched (3)
S240800,31999,closed fracture hamate,1634,0,13,0,February 2009,1,1050,0,13,February 2009,matched (3)
S240900,39458,"closed fracture hamate, hook",78,0,2,0,February 2009,1,57,0,2,February 2009,matched (3)
S240A00,16985,"closed fracture scaphoid, proximal pole",252,0,4,0,February 2009,1,191,0,4,February 2009,matched (3)
S240B00,19403,"closed fracture scaphoid, waist, transverse",313,0,10,0,February 2009,1,244,0,10,February 2009,matched (3)
S240C00,47837,"closed fracture scaphoid, waist, oblique",60,0,0,0,February 2009,1,49,0,0,February 2009,matched (3)
S240D00,44712,"closed fracture scaphoid, waist, comminuted",45,0,0,0,February 2009,1,31,0,0,February 2009,matched (3)
S240E00,28425,"closed fracture scaphoid, tuberosity",247,0,1,0,February 2009,1,167,0,1,February 2009,matched (3)
S240F00,73165,"closed fracture carpal bones, multiple",23,0,0,0,February 2009,1,13,0,0,February 2009,matched (3)
S240y00,56886,closed fracture of other carpal bone,17,0,0,0,February 2009,1,12,0,0,February 2009,matched (3)
S240z00,33929,closed fracture of carpal bone nos,72,0,0,0,February 2009,1,42,0,0,February 2009,matched (3)
S241.00,65141,open fracture of carpal bone,17,0,1,0,February 2009,1,13,0,1,February 2009,matched (3)
S241000,68085,"open fracture of carpal bone, unspecified",3,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
S241100,17286,open fracture of the scaphoid,289,0,12,0,February 2009,1,193,0,11,February 2009,matched (3)
S241200,68765,open fracture lunate,14,0,0,0,February 2009,1,7,0,0,February 2009,matched (3)
S241300,51666,open fracture triquetral,31,0,0,0,February 2009,1,21,0,0,February 2009,matched (3)
S241400,44156,open fracture pisiform,9,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S241500,56311,open fracture trapezium,31,0,0,0,February 2009,1,24,0,0,February 2009,matched (3)
S241600,98933,open fracture trapezoid,3,0,0,0,April 2010,1,2,0,0,April 2010,matched (3)
S241700,64725,open fracture capitate,9,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
S241800,69213,open fracture hamate,31,0,0,0,February 2009,1,24,0,0,February 2009,matched (3)
S241900,110906,"open fracture hamate, hook",1,0,0,0,June 2016,1,1,0,0,June 2016,matched (3)
S241A00,55814,"open fracture scaphoid, proximal pole",10,0,0,0,February 2009,1,9,0,0,February 2009,matched (3)
S241B00,73824,"open fracture scaphoid, waist, transverse",4,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S241C00,59985,"open fracture scaphoid, waist, oblique",6,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
S241D00,64575,"open fracture scaphoid, waist, comminuted",6,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S241E00,49588,"open fracture scaphoid, tuberosity",16,0,0,0,February 2009,1,12,0,0,February 2009,matched (3)
S241z00,102013,open fracture of carpal bone nos,2,0,0,0,April 2011,1,2,0,0,April 2011,matched (3)
S242.00,8056,fracture at wrist and hand level,33973,0,567,0,February 2009,1,24673,0,499,February 2009,matched (3)
S242000,553,fracture of scaphoid,88627,0,2445,5,February 2009,1,63067,0,2259,February 2009,matched (3)
S242100,7564,fracture of first metacarpal bone,4380,0,31,0,February 2009,1,3008,0,30,February 2009,matched (3)
S242200,993,fracture of other metacarpal bone,66929,0,4113,10,February 2009,1,53075,0,3926,February 2009,matched (3)
S242300,4725,multiple fractures of metacarpal bones,6652,0,112,0,February 2009,1,4993,0,109,February 2009,matched (3)
S24z.00,43792,fracture of carpal bone nos,559,0,5,0,February 2009,1,418,0,3,February 2009,matched (3)
S25..00,2888,fracture of metacarpal bone,105204,0,655,2,February 2009,1,71541,0,560,February 2009,matched (3)
S25..11,2643,hand fracture - metacarpal bone,20623,0,2003,5,February 2009,1,13809,0,1821,February 2009,matched (3)
S250.00,6392,closed fracture of metacarpal bone(s),64532,0,3721,15,February 2009,1,54141,0,3672,February 2009,matched (3)
S250000,31525,"closed fracture of metacarpal bone (s), site unspecified",1118,0,34,30,February 2009,1,634,0,34,February 2009,matched (3)
S250200,33905,closed fracture finger metacarpal base,2908,0,18,1,February 2009,1,1909,0,15,February 2009,matched (3)
S250300,25519,closed fracture finger metacarpal shaft,2630,0,20,0,February 2009,1,1842,0,20,February 2009,matched (3)
S250400,12546,closed fracture finger metacarpal neck,6028,0,20,0,February 2009,1,4350,0,20,February 2009,matched (3)
S250500,24598,closed fracture finger metacarpal head,1288,0,6,0,February 2009,1,839,0,5,February 2009,matched (3)
S250600,27881,closed fracture finger metacarpal,5122,0,30,0,February 2009,1,3079,0,28,February 2009,matched (3)
S250700,52895,"closed fracture finger metacarpal, multiple",140,0,1,0,February 2009,1,93,0,1,February 2009,matched (3)
S250800,25811,closed fracture of thumb metacarpal,1582,0,10,0,February 2009,1,831,0,8,February 2009,matched (3)
S250A00,50634,closed fracture thumb metacarpal shaft,108,0,0,0,February 2009,1,64,0,0,February 2009,matched (3)
S250B00,49598,closed fracture thumb metacarpal neck,48,0,0,0,February 2009,1,25,0,0,February 2009,matched (3)
S250C00,53650,closed fracture thumb metacarpal head,77,0,0,0,February 2009,1,44,0,0,February 2009,matched (3)
S250x00,21175,closed fractures of multiple sites of unspecified metacarpus,97,0,0,0,February 2009,1,32,0,0,February 2009,matched (3)
S250z00,6881,closed fracture of metacarpal bone(s) nos,4331,0,15,0,February 2009,1,2108,0,4,February 2009,matched (3)
S251.00,29111,open fracture of metacarpal bone(s),273,0,4,0,February 2009,1,176,0,3,February 2009,matched (3)
S251000,62853,"open fracture of metacarpal bone(s), site unspecified",28,0,0,0,February 2009,1,18,0,0,February 2009,matched (3)
S251200,73150,open fracture finger metacarpal base,28,0,0,0,February 2009,1,16,0,0,February 2009,matched (3)
S251300,52305,open fracture finger metacarpal shaft,38,0,2,1,February 2009,1,22,0,2,February 2009,matched (3)
S251400,52588,open fracture finger metacarpal neck,64,0,0,0,February 2009,1,41,0,0,February 2009,matched (3)
S251500,53693,open fracture finger metacarpal head,29,0,0,0,February 2009,1,17,0,0,February 2009,matched (3)
S251600,40361,open fracture finger metacarpal,289,0,1,0,February 2009,1,135,0,1,February 2009,matched (3)
S251700,72407,"open fracture finger metacarpal, multiple",7,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S251800,60765,open fracture of thumb metacarpal,70,0,0,0,February 2009,1,40,0,0,February 2009,matched (3)
S251A00,98867,open fracture thumb metacarpal shaft,4,0,0,0,April 2010,1,3,0,0,April 2010,matched (3)
S251B00,112925,open fracture thumb metacarpal neck,2,0,0,0,September 2018,1,,,,,master only (1)
S251C00,102225,open fracture thumb metacarpal head,3,0,0,0,May 2011,1,2,0,0,May 2011,matched (3)
S251x00,94393,open fractures of multiple sites of unspecified metacarpus,4,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S251z00,47847,open fracture of metacarpal bone(s) nos,79,0,0,0,February 2009,1,42,0,0,February 2009,matched (3)
S252.00,7531,closed fracture sesamoid bone of hand,393,0,8,1,February 2009,1,251,0,5,February 2009,matched (3)
S253.00,52067,open fracture sesamoid bone of hand,9,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
S26..00,441,fracture of one or more phalanges of hand,76599,0,6933,28,February 2009,1,58789,0,6447,February 2009,matched (3)
S26..11,5260,finger fracture,97237,0,1108,2,February 2009,1,70020,0,1037,February 2009,matched (3)
S26..12,482,thumb fracture excluding base,12367,0,1511,5,February 2009,1,10119,0,1418,February 2009,matched (3)
S260.00,8302,closed fracture of one or more phalanges of hand,8999,0,104,42,February 2009,1,7226,0,92,February 2009,matched (3)
S260000,34058,"closed fracture of phalanx or phalanges, unspecified",2055,0,13,0,February 2009,1,1330,0,9,February 2009,matched (3)
S260300,33582,closed fracture thumb proximal phalanx,2054,0,5,0,February 2009,1,1120,0,5,February 2009,matched (3)
S260400,33678,"closed fracture thumb proximal phalanx, base",1202,0,3,0,February 2009,1,695,0,2,February 2009,matched (3)
S260500,43681,"closed fracture thumb proximal phalanx, shaft",87,0,0,0,February 2009,1,43,0,0,February 2009,matched (3)
S260600,64027,"closed fracture thumb proximal phalanx, neck",20,0,0,0,February 2009,1,14,0,0,February 2009,matched (3)
S260700,33651,"closed fracture thumb proximal phalanx, head",43,0,1,0,February 2009,1,29,0,1,February 2009,matched (3)
S260800,28249,closed fracture thumb distal phalanx,1776,0,2,0,February 2009,1,897,0,2,February 2009,matched (3)
S260900,34080,"closed fracture thumb distal phalanx, base",361,0,4,0,February 2009,1,207,0,4,February 2009,matched (3)
S260A00,62808,"closed fracture thumb distal phalanx, shaft",49,0,0,0,February 2009,1,22,0,0,February 2009,matched (3)
S260B00,42139,"closed fracture thumb distal phalanx, tuft",90,0,0,0,February 2009,1,55,0,0,February 2009,matched (3)
S260C00,61181,"closed fracture thumb distal phalanx, mallet",32,0,1,0,February 2009,1,22,0,1,February 2009,matched (3)
S260D00,24516,closed fracture finger proximal phalanx,9739,0,40,0,February 2009,1,5527,0,33,February 2009,matched (3)
S260E00,27699,"closed fracture finger proximal phalanx, base",3282,0,16,0,February 2009,1,2247,0,14,February 2009,matched (3)
S260F00,18338,"closed fracture finger proximal phalanx, shaft",392,0,2,0,February 2009,1,253,0,2,February 2009,matched (3)
S260G00,33679,"closed fracture finger proximal phalanx, neck",173,0,1,0,February 2009,1,121,0,1,February 2009,matched (3)
S260H00,44943,"closed fracture finger proximal phalanx, head",292,0,0,0,February 2009,1,209,0,0,February 2009,matched (3)
S260J00,44737,"closed fracture finger proximal phalanx, multiple",60,0,1,0,February 2009,1,37,0,0,February 2009,matched (3)
S260K00,33616,closed fracture finger middle phalanx,4121,0,21,0,February 2009,1,2545,0,20,February 2009,matched (3)
S260L00,33598,"closed fracture finger middle phalanx, base",1750,0,17,0,February 2009,1,1188,0,12,February 2009,matched (3)
S260M00,33757,"closed fracture finger middle phalanx, shaft",190,0,2,0,February 2009,1,130,0,2,February 2009,matched (3)
S260N00,34356,"closed fracture finger middle phalanx, neck",74,0,0,0,February 2009,1,39,0,0,February 2009,matched (3)
S260P00,34307,"closed fracture finger middle phalanx, head",106,0,0,0,February 2009,1,65,0,0,February 2009,matched (3)
S260Q00,67097,"closed fracture finger middle phalanx, multiple",17,0,0,0,February 2009,1,11,0,0,February 2009,matched (3)
S260R00,29117,closed fracture finger distal phalanx,6105,0,26,0,February 2009,1,3451,0,23,February 2009,matched (3)
S260S00,27643,"closed fracture finger distal phalanx, base",750,0,2,0,February 2009,1,498,0,3,February 2009,matched (3)
S260T00,33695,"closed fracture finger distal phalanx, shaft",136,0,2,0,February 2009,1,81,0,0,February 2009,matched (3)
S260U00,33845,"closed fracture finger distal phalanx, tuft",352,0,2,0,February 2009,1,241,0,2,February 2009,matched (3)
S260V00,52398,"closed fracture finger distal phalanx, mallet",336,0,0,0,February 2009,1,166,0,0,February 2009,matched (3)
S260W00,45094,"closed fracture finger distal phalanx, multiple",41,0,1,0,February 2009,1,20,0,1,February 2009,matched (3)
S260x00,45374,"closed fractures of phalanx or phalanges, multiple sites",108,0,1,0,February 2009,1,71,0,1,February 2009,matched (3)
S260z00,40535,closed fracture of one or more phalanges of hand nos,853,0,6,0,February 2009,1,560,0,6,February 2009,matched (3)
S261.00,18336,open fracture of one or more phalanges of hand,886,0,22,0,February 2009,1,603,0,17,February 2009,matched (3)
S261000,36556,"open fracture of phalanx or phalanges, unspecified",232,0,2,0,February 2009,1,169,0,0,February 2009,matched (3)
S261300,61279,open fracture thumb proximal phalanx,79,0,0,0,February 2009,1,49,0,0,February 2009,matched (3)
S261400,94031,"open fracture thumb proximal phalanx, base",11,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
S261500,94416,"open fracture thumb proximal phalanx, shaft",5,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S261600,99397,"open fracture thumb proximal phalanx, neck",1,0,0,0,May 2010,1,1,0,0,May 2010,matched (3)
S261700,101316,"open fracture thumb proximal phalanx, head",2,0,0,0,January 2011,1,2,0,0,January 2011,matched (3)
S261800,37986,open fracture thumb distal phalanx,270,0,0,0,February 2009,1,154,0,0,February 2009,matched (3)
S261900,65731,"open fracture thumb distal phalanx, base",17,0,0,0,February 2009,1,13,0,0,February 2009,matched (3)
S261A00,65715,"open fracture thumb distal phalanx, shaft",11,0,0,0,February 2009,1,9,0,0,February 2009,matched (3)
S261B00,53593,"open fracture thumb distal phalanx, tuft",32,0,0,0,February 2009,1,17,0,0,February 2009,matched (3)
S261C00,103416,"open fracture thumb distal phalanx, mallet",7,0,0,0,December 2011,1,3,0,0,December 2011,matched (3)
S261D00,33684,open fracture finger proximal phalanx,356,0,1,0,February 2009,1,176,0,1,February 2009,matched (3)
S261E00,44700,"open fracture finger proximal phalanx, base",42,0,0,0,February 2009,1,32,0,0,February 2009,matched (3)
S261F00,62334,"open fracture finger proximal phalanx, shaft",16,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S261G00,64113,"open fracture finger proximal phalanx, neck",8,0,1,0,February 2009,1,4,0,0,February 2009,matched (3)
S261H00,61529,"open fracture finger proximal phalanx, head",14,0,0,0,February 2009,1,9,0,0,February 2009,matched (3)
S261J00,69729,"open fracture finger proximal phalanx, multiple",5,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
S261K00,40304,open fracture finger middle phalanx,280,0,2,0,February 2009,1,170,0,1,February 2009,matched (3)
S261L00,67718,"open fracture finger middle phalanx, base",22,0,1,0,February 2009,1,13,0,1,February 2009,matched (3)
S261M00,33866,"open fracture finger middle phalanx, shaft",19,0,0,0,February 2009,1,12,0,0,February 2009,matched (3)
S261N00,69363,"open fracture finger middle phalanx, neck",4,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S261P00,99459,"open fracture finger middle phalanx, head",12,0,0,0,May 2010,1,7,0,0,May 2010,matched (3)
S261Q00,112876,"open fracture finger middle phalanx, multiple",6,0,0,0,September 2018,1,,,,,master only (1)
S261R00,28197,open fracture finger distal phalanx,1120,0,7,0,February 2009,1,673,0,7,February 2009,matched (3)
S261S00,48837,"open fracture finger distal phalanx, base",36,0,3,0,February 2009,1,21,0,1,February 2009,matched (3)
S261T00,52333,"open fracture finger distal phalanx, shaft",33,0,0,0,February 2009,1,18,0,0,February 2009,matched (3)
S261U00,51700,"open fracture finger distal phalanx, tuft",125,0,0,0,February 2009,1,78,0,0,February 2009,matched (3)
S261V00,102046,"open fracture finger distal phalanx, mallet",15,0,0,0,April 2011,1,9,0,0,April 2011,matched (3)
S261W00,54123,"open fracture finger distal phalanx, multiple",10,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S261x00,67011,"open fracture of phalanx or phalanges, multiple sites",16,0,1,0,February 2009,1,9,0,1,February 2009,matched (3)
S261z00,50781,open fracture of one or more phalanges of hand nos,117,0,2,0,February 2009,1,80,0,2,February 2009,matched (3)
S262.00,7500,fracture of thumb,30996,0,263,0,February 2009,1,22139,0,219,February 2009,matched (3)
S263.00,6299,fracture of other finger,38095,0,402,0,February 2009,1,28171,0,365,February 2009,matched (3)
S264.00,8199,multiple fractures of fingers,5676,0,177,0,February 2009,1,4396,0,164,February 2009,matched (3)
S26z.00,4582,fracture of one or more phalanges of hand nos,31967,0,4832,9,February 2009,1,29871,0,4797,February 2009,matched (3)
S27..00,33908,multiple fractures of hand bones,387,0,17,0,February 2009,1,284,0,16,February 2009,matched (3)
S270.00,44431,closed multiple fractures of hand bones,152,0,4,0,February 2009,1,100,0,4,February 2009,matched (3)
S271.00,33990,open multiple fractures of hand bones,16,0,0,0,February 2009,1,10,0,0,February 2009,matched (3)
S27z.00,53923,multiple fractures of hand bones nos,89,0,1,0,February 2009,1,59,0,1,February 2009,matched (3)
S28..00,49267,ill-defined fractures of upper limb,190,0,3,0,February 2009,1,95,0,3,February 2009,matched (3)
S28..11,1179,ill-defined fracture of arm,6058,0,1451,5,February 2009,1,5709,0,1349,February 2009,matched (3)
S280.00,47478,closed ill-defined fractures of upper limb,96,0,1,0,February 2009,1,71,0,1,February 2009,matched (3)
S281.00,66853,open ill-defined fractures of upper limb,1,0,1,0,February 2009,1,1,0,1,February 2009,matched (3)
S28z.00,2660,ill-defined fractures of upper limb nos,4338,0,801,1,February 2009,1,4216,0,784,February 2009,matched (3)
S29..11,31708,multiple fractures of arm,88,0,3,0,February 2009,1,68,0,3,February 2009,matched (3)
S29..12,17107,multiple rib fractures,2716,0,14,0,February 2009,1,1614,0,12,February 2009,matched (3)
S29..13,68899,multiple fractures of sternum,19,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
S292.00,16944,"multiple fractures of clavicle, scapula and humerus",1254,0,41,0,February 2009,1,1012,0,36,February 2009,matched (3)
S292000,40976,"closed multiple fractures of clavicle, scapula and humerus",93,0,1,0,February 2009,1,77,0,1,February 2009,matched (3)
S292100,66237,"open multiple fractures of clavicle, scapula and humerus",2,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S293.00,8915,multiple fractures of forearm,1026,0,49,0,February 2009,1,807,0,45,February 2009,matched (3)
S294.00,27605,fractures involving multiple regions of both upper limbs,43,0,4,0,February 2009,1,34,0,3,February 2009,matched (3)
S294000,95633,cl fractures involving multiple regions of both upper limbs,6,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
S2A..00,33882,"fracture of upper limb, level unspecified",330,0,5,0,February 2009,1,247,0,5,February 2009,matched (3)
S2B..00,12516,fracture of bone of hand,13287,0,63,0,February 2009,1,8457,0,60,February 2009,matched (3)
S2z..00,30076,fracture of upper limb nos,3639,0,84,2,February 2009,1,2388,0,74,February 2009,matched (3)
S3...00,8891,fracture of lower limb,46553,0,665,0,February 2009,1,30783,0,579,February 2009,matched (3)
S3...11,2603,leg fracture,13818,0,996,1,February 2009,1,10955,0,937,February 2009,matched (3)
S30..00,2225,fracture of neck of femur,150877,0,6969,8,February 2009,1,113998,0,6718,February 2009,matched (3)
S30..11,1994,hip fracture,28044,0,1981,3,February 2009,1,20738,0,1811,February 2009,matched (3)
S300.00,38489,"closed fracture proximal femur, transcervical",180,0,4,1,February 2009,1,124,0,4,February 2009,matched (3)
S300100,69919,"closed fracture proximal femur, transepiphyseal",8,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S300200,65690,"closed fracture proximal femur, midcervical section",7,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
S300300,52194,"closed fracture proximal femur, basicervical",70,0,0,0,February 2009,1,47,0,0,February 2009,matched (3)
S300311,51861,"closed fracture, base of neck of femur",167,0,1,0,February 2009,1,87,0,1,February 2009,matched (3)
S300400,36391,closed fracture head of femur,302,0,2,0,February 2009,1,143,0,2,February 2009,matched (3)
